key;brand;model;4G_bands;EDGE;announced;dimentions;weight_g;SIM;display_resolution;display_size;OS;CPU;GPU;memory_card;internal_memory;RAM;primary_camera;secondary_camera;loud_speaker;audio_jack;bluetooth;GPS;NFC;radio;USB;sensors;battery;colors;approx_price_EUR;img_url
Samsung Ativ Tab P8510;Samsung;Ativ Tab P8510;;No;2012  October;265.8 x 168.1 x 8.9 mm (10.46 x 6.62 x 0.35 in);570;No;10.1 inches (~62.9% screen-to-body ratio);1366 x 768 pixels (~155 ppi pixel density);Microsoft Windows RT;Dual-core 1.5 GHz Krait;Adreno 305;microSD  up to 64 GB (dedicated slot);32/64 GB;2 GB RAM;5 MP| autofocus| LED flash;1.9 MP;Yes;Yes;4.0| A2DP;Yes with S-GPS, GLONASS;Yes;No;USB 2.0| USB Host;Accelerometer| gyro| grip;Non-removable Li-Ion 8200 mAh battery;Black;440;http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-tab.jpg
Samsung Comment 2 R390C;Samsung;Comment 2 R390C;;No;2012  October;110 x 61 x 10.9 mm (4.33 x 2.40 x 0.43 in);95;Mini-SIM;2.4 inches (~26.6% screen-to-body ratio);320 x 240 pixels (~167 ppi pixel density);;;;microSD  up to 32 GB (dedicated slot);256 MB;;2 MP;No;Yes;Yes;2.1| A2DP;No;;No;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;Black;60;http://cdn2.gsmarena.com/vv/bigpic/samsung-comment-2-r390c.jpg
Samsung I8190 Galaxy S III mini;Samsung;I8190 Galaxy S III mini;;Yes;2012  October;121.6 x 63 x 9.9 mm (4.79 x 2.48 x 0.39 in);1115;Mini-SIM;4.0 inches (~59.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.1 (Jelly Bean);1.0 GHz dual-core Cortex-A9;Mali-400;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;5 MP| f/2.6| autofocus| LED flash| ;VGA;Yes;Yes;4.0| A2DP| EDR| LE| aptX;Yes with A-GPS GLONASS;Yes (Market dependent);Stereo FM radio| RDS;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 1500 mAh battery;White| Blue| Titan Gray| Amber Brown| Garnet Red| Onyx Black;130;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-mini-i8190.jpg
Samsung Galaxy Music S6010;Samsung;Galaxy Music S6010;;Yes;2012  October;110.1 x 59 x 12.3 mm (4.33 x 2.32 x 0.48 in);1069;Mini-SIM;3.0 inches (~42.9% screen-to-body ratio);240 x 320 pixels (~133 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean);850 MHz Cortex-A9;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes with stereo speakers;Yes;3.0| A2DP;Yes with A-GPS GLONASS;;Stereo FM radio| RDS, built-in antenna;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;Blue| Orange| Gray;100;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-music.jpg
Samsung Galaxy Music Duos S6012;Samsung;Galaxy Music Duos S6012;;Yes;2012  October;110.1 x 59 x 12.3 mm (4.33 x 2.32 x 0.48 in);1069;Dual SIM (Mini-SIM);3.0 inches (~42.9% screen-to-body ratio);240 x 320 pixels (~133 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich)| planned upgrade to 4.1 (Jelly Bean);850 MHz Cortex-A9;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes with stereo speakers;Yes;3.0| A2DP;Yes with A-GPS GLONASS;;Stereo FM radio| RDS, built-in antenna;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;Blue| Orange| Gray;100;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-music.jpg
Samsung Galaxy Rugby Pro I547;Samsung;Galaxy Rugby Pro I547;LTE band 4(1700/2100)| 17(700);Yes;2012  October;128 x 67 x 12.7 mm (5.04 x 2.64 x 0.5 in);159;Mini-SIM;4.0 inches (~53.1% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 305;microSD  up to 32 GB (dedicated slot);8 GB (5 GB user available);1 GB RAM;5 MP| autofocus| LED flash;1.3 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1850 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-rugby-pro-i547.jpg
Samsung Galaxy Express I437;Samsung;Galaxy Express I437;LTE band 4(1700/2100)| 17(700);Yes;2012  October;132.6 x 69.3 x 9.1 mm (5.22 x 2.73 x 0.36 in);136;Micro-SIM;4.5 inches (~62.7% screen-to-body ratio);480 x 800 pixels (~207 ppi pixel density);Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean);Dual-core 1.5 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);8 GB (5 GB user available);1 GB RAM;5 MP| autofocus| LED flash;1.3 MP| 720p@30fps;Yes;Yes;4.0| A2DP| EDR;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2000 mAh battery;Titanium Gray;160;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-express-i437.jpg
Samsung Ch@t 357;Samsung;Ch@t 357;;Yes;2012  Q3;111.9 x 60.4 x 11.5 mm (4.41 x 2.38 x 0.45 in);955;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by);2.4 inches (~26.4% screen-to-body ratio);320 x 240 pixels (~167 ppi pixel density);;208 MHz;;microSD  up to 32 GB (dedicated slot);34 MB;;2 MP;No;Yes;Yes;3.0| A2DP;No;;FM radio;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;White| Gray;70;http://cdn2.gsmarena.com/vv/bigpic/samsung-chat-gt-s3570.jpg
Samsung I9305 Galaxy S III;Samsung;I9305 Galaxy S III;LTE band 3(1800)| 7(2600)| 20(800);Class 12;2012  September;136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in);131;Micro-SIM;4.8 inches (~65.9% screen-to-body ratio);720 x 1280 pixels (~306 ppi pixel density);Android 4.1.1 (Jelly Bean)| 4.3 (Jelly Bean)| upgradable to 4.4.4 (KitKat);Quad-core 1.4 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);16 GB;2 GB RAM;8 MP| f/2.6| autofocus| LED flash;1.9 MP| f/2.6| 720p@30fps;Yes;Yes;4.0| A2DP| EDR| aptX;Yes with A-GPS GLONASS;Yes;No;microUSB 2.0 (MHL TV-out)| USB Host;Accelerometer| gyro| proximity| compass| barometer;Removable Li-Ion 2100 mAh battery;Titanium Gray| Sapphire Black;320;http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300-galaxy-s-iii-ofic.jpg
Samsung Galaxy Victory 4G LTE L300;Samsung;Galaxy Victory 4G LTE L300;LTE band 25(1900);No;2012  September;121.9 x 63.5 x 12.7 mm (4.80 x 2.5 x 0.5 in);139;Mini-SIM;4.0 inches (~58.8% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean);Dual-core 1.2 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;1.3 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2100 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-victory-4g-lte-sph-l300.jpg
Samsung Galaxy S Relay 4G T699;Samsung;Galaxy S Relay 4G T699;;Yes;2012  September;126 x 66 x 13.5 mm (4.96 x 2.60 x 0.53 in);147;Mini-SIM;4.0 inches (~54.8% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;5 MP| autofocus| LED flash;1.3MP;Yes;Yes;3.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 1800 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-relay-4g.jpg
Samsung Champ Neo Duos C3262;Samsung;Champ Neo Duos C3262;;No;2012  September;96.9 x 54.3 x 13.5 mm (3.81 x 2.14 x 0.53 in);82;Dual SIM (Mini-SIM| dual stand-by);2.4 inches (~33.9% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;microSD  up to 32 GB (dedicated slot);20 MB;;VGA;No;Yes;Yes;3.0| A2DP;No;;No;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;White;40;http://cdn2.gsmarena.com/vv/bigpic/samsung-champ-neo-duos-gt-c3262.jpg
Samsung Galaxy Pocket Duos S5302;Samsung;Galaxy Pocket Duos S5302;;Yes;2012  August;103.9 x 57.9 x 13 mm (4.09 x 2.28 x 0.51 in);103;Dual SIM (Mini-SIM| dual stand-by);2.8 inches (~40.4% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);Android 2.3 (Gingerbread);832 MHz ARM 11;;microSD  up to 32 GB (dedicated slot);3 GB;;2 MP;No;Yes;Yes;3.0| A2DP;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| compass;Removable Li-Ion 1200 mAh battery;Black| White;90;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pocket-duos-s5302.jpg
Samsung Galaxy Note II N7100;Samsung;Galaxy Note II N7100;LTE band 3(1800)| 7(2600)| 8(900)| 20(800) - N7105;Yes;2012  August;151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);183;Micro-SIM;5.5 inches (~68.6% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.1.1 (Jelly Bean)| upgradable to 4.4.2 (KitKat);Quad-core 1.6 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);16/32/64 GB;2 GB RAM;8 MP| f/2.6| autofocus| LED flash| ;1.9 MP;Yes;Yes;4.0| A2DP| EDR| LE;Yes with A-GPS GLONASS;Yes;Stereo FM radio| RDS - N7100 model only;microUSB 2.0 (MHL TV-out)| USB Host;Accelerometer| gyro| proximity| compass| barometer;Removable Li-Ion 3100 mAh battery;Titanium Gray| Marble White| Amber Brown| Ruby Wine| Pink| Blue;300;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-n7100-new.jpg
Samsung Galaxy Note II CDMA;Samsung;Galaxy Note II CDMA;LTE band 13(700) - SCH-I605;Yes - SCH-I605| SPH-L900;2012  Q3;151.1 x 80.5 x 9.4 mm (5.95 x 3.17 x 0.37 in);1794;Micro-SIM;5.5 inches (~68.6% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 4.1 (Jelly Bean)| upgradable to 4.4.2 (KitKat);Quad-core 1.6 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);16 GB;2 GB RAM;8 MP| autofocus| LED flash;1.9 MP;Yes;Yes;4.0| A2DP| EDR| LE;Yes with A-GPS GLONASS;Yes;Stereo FM radio| RDS - I605 & R950 models;microUSB 2.0 (MHL TV-out)| USB Host;Accelerometer| gyro| proximity| compass| barometer;Removable Li-Ion 3100 mAh battery;Titanium Gray| Marble White| Amber Brown| Ruby Wine;350;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-cdma.jpg
Samsung Ativ S I8750;Samsung;Ativ S I8750;;Yes;2012  August;137.2 x 70.5 x 8.7 mm (5.40 x 2.78 x 0.34 in);135;Micro-SIM;4.8 inches (~65.7% screen-to-body ratio);720 x 1280 pixels (~306 ppi pixel density);Microsoft Windows Phone 8| upgradeable to 8.1.1;Dual-core 1.5 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;8 MP| autofocus| LED flash| ;1.9 MP;Yes;Yes;3.0| A2DP;Yes with A-GPS GLONASS;Yes;No;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 2300 mAh battery;Gray;220;http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-s-new.jpg
Samsung Galaxy Camera GC100;Samsung;Galaxy Camera GC100;LTE band 13(700) - Verizon (GC120);No;2012  August;128.7 x 70.8 x 19.1 mm (5.07 x 2.79 x 0.75 in);300;Micro-SIM;4.8 inches (~69.7% screen-to-body ratio);720 x 1280 pixels (~306 ppi pixel density);Android 4.1 (Jelly Bean)| upgradable to 4.1.2 (Jelly Bean);Quad-core 1.4 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);4 GB;1 GB RAM;16.3 MP| autofocus| 21x optical zoom| OIS| pop-up Xenon flash| AF light| ;No;Yes;Yes;4.0| A2DP;Yes with A-GPS GLONASS;;No;microUSB 2.0;Accelerometer| gyro| compass;Removable Li-Ion 1650 mAh battery;Black| White| Pink| Orange| Red;250;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-camera-new.jpg
Samsung Galaxy Rush M830;Samsung;Galaxy Rush M830;;No;2012  August;122.9 x 59.9 x 11.9 mm (4.84 x 2.36 x 0.47 in);1191;Mini-SIM;3.5 inches (~49.5% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);1.0 GHz Scorpion;Adreno 205;microSD  up to 32 GB (dedicated slot);2 GB;768 MB RAM;3.15 MP| autofocus;1.3 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1750 mAh battery;Black;100;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-rush-sph-m830.jpg
Samsung Galaxy Stellar 4G I200;Samsung;Galaxy Stellar 4G I200;LTE band 13(700);No;2012  August;122 x 64 x 12 mm (4.80 x 2.52 x 0.47 in);134;Mini-SIM;4.0 inches (~58.3% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.2 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);4 GB (1.5 GB user available);1 GB RAM;3.15 MP| autofocus;1.3 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2100 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-stellar-sch-i200.jpg
Samsung Galaxy Reverb M950;Samsung;Galaxy Reverb M950;;No;2011  August;122 x 64 x 11.3 mm (4.80 x 2.52 x 0.44 in);129;Mini-SIM;4.0 inches (~58.3% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0.4 (Ice Cream Sandwich);1.4 GHz Scorpion;Adreno 205;microSD  up to 64 GB (dedicated slot);4 GB;768 MB RAM;5 MP| autofocus| LED flash;1.3 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1700 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-reverb-m950.jpg
Samsung Galaxy Tab 2 7.0 I705;Samsung;Galaxy Tab 2 7.0 I705;LTE band 13(700);No;2012  August;193.8 x 122.4 x 10.4 mm (7.63 x 4.82 x 0.41 in);3457;Mini-SIM;7.0 inches (~58.1% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean);Dual-core 1.2 GHz Krait;Adreno 225;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;3.15 MP;VGA;Yes with stereo speakers;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0 (TV-out)| USB Host;Accelerometer| gyro| proximity| compass;Non-removable Li-Ion 4000 mAh battery;Black;200;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2-sch-i705.jpg
Samsung Galaxy Note 10.1 N8000;Samsung;Galaxy Note 10.1 N8000;;Class 12;2012  August;262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in);600;Mini-SIM;10.1 inches (~62.7% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich)| upgradable to 4.4.2 (KitKat);Quad-core 1.4 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);16/32/64 GB;2 GB RAM;5 MP| autofocus| LED flash| ;1.9 MP;Yes with stereo speakers;Yes;4.0| A2DP;Yes with A-GPS, GLONASS;;No;Yes;Accelerometer| gyro| compass;Non-removable Li-Ion 7000 mAh battery;Black| White/Silver;320;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg
Samsung Galaxy Note 10.1 N8010;Samsung;Galaxy Note 10.1 N8010;;No;2012  August;262 x 180 x 8.9 mm (10.31 x 7.09 x 0.35 in);597;No;10.1 inches (~62.7% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich)| upgradable to 4.4.2 (KitKat);Quad-core 1.4 GHz Cortex-A9;Mali-400MP4;microSD  up to 64 GB (dedicated slot);16/32/64 GB;2 GB RAM;5 MP| autofocus| LED flash;1.9 MP;Yes with stereo speakers;Yes;4.0| A2DP| LE;Yes with S-GPS, GLONASS;;No;microUSB 2.0 (MHL TV-out)| USB Host;Accelerometer| gyro| compass;Non-removable Li-Ion 7000 mAh battery;Black| White/Silver;350;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg
Samsung Array M390;Samsung;Array M390;;No;2012  August;112 x 54 x 15 mm (4.41 x 2.13 x 0.59 in);117;Mini-SIM;2.4 inches (~29.5% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;480 MHz;;microSD  up to 32 GB (dedicated slot);40 MB;128 MB RAM| 256 MB ROM;2 MP;No;Yes;Yes;3.0| A2DP;No;;No;Yes;;Removable Li-Ion 1000 mAh battery;Black| Black/Silver;90;http://cdn2.gsmarena.com/vv/bigpic/samsung-array-sph-m390.jpg
Samsung Galaxy S Lightray 4G R940;Samsung;Galaxy S Lightray 4G R940;LTE band 2(1900)| 4(1700/2100);No;2012  August;130 x 68 x 11.7 mm (5.12 x 2.68 x 0.46 in);142;Mini-SIM;4.3 inches (~59.5% screen-to-body ratio);480 x 800 pixels (~217 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz;;microSD  up to 32 GB (dedicated slot)  16 GB included;1.4 GB;;8 MP| autofocus| LED flash;1.3 MP;Yes;Yes;3.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1600 mAh battery;Black;100;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-lightray-4g.jpg
Samsung Galaxy S Duos S7562;Samsung;Galaxy S Duos S7562;;Yes;2012  July;121.5 x 63.1 x 10.5 mm (4.78 x 2.48 x 0.41 in);120;Dual SIM (Mini-SIM| dual stand-by);4.0 inches (~59.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.0 GHz Cortex-A5;Adreno 200;microSD  up to 32 GB (dedicated slot);4 GB (1.8 GB user available);768 MB RAM;5 MP| f/2.6| autofocus| LED flash| ;VGA;Yes;Yes;3.0| A2DP;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1500 mAh battery;White| Black| La Fleur;110;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-duos-s7562.jpg
Samsung Manhattan E3300;Samsung;Manhattan E3300;;Yes;2012  August;113.9 x 46.4 x 13.3 mm (4.48 x 1.83 x 0.52 in);754;Mini-SIM;2.0 inches (~23.8% screen-to-body ratio);128 x 160 pixels (~102 ppi pixel density);;;;microSD  up to 32 GB (dedicated slot);30 MB;;VGA;No;Yes;Yes;Yes;No;;No;microUSB;;Removable Li-Ion 800 mAh battery;Black;30;http://cdn2.gsmarena.com/vv/bigpic/samsung-manhattan-gt-e3300.jpg
Samsung E2262;Samsung;E2262;;Yes;2012  August;109.2 x 63.5 x 12.7 mm (4.30 x 2.5 x 0.5 in);915;Dual SIM (Mini-SIM| dual stand-by);2.2 inches (~21.6% screen-to-body ratio);320 x 240 pixels (~182 ppi pixel density);;256 MHz;;microSD  up to 32 GB (dedicated slot);20 MB;;VGA;No;Yes;Yes;3.0| A2DP;No;;FM radio;microUSB;;Removable Li-Ion 1000 mAh battery;White;50;http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e2262.jpg
Samsung E1260B;Samsung;E1260B;;;2012  June;103 x 59 x 12 mm (4.06 x 2.32 x 0.47 in);83;Mini-SIM;2.0 inches (~20.7% screen-to-body ratio);160 x 128 pixels (~102 ppi pixel density);;;;No;;;;;Yes;Yes;;No;;FM radio;Yes;;Removable Li-Ion 800 mAh battery;White;50;http://cdn2.gsmarena.com/vv/bigpic/samsung-gt-e1260b.jpg
Samsung E1200 Pusha;Samsung;E1200 Pusha;;No;2012;108 x 45 x 13.5 mm (4.25 x 1.77 x 0.53 in);651;Mini-SIM;1.52 inches (~15.3% screen-to-body ratio);128 x 128 pixels (~119 ppi pixel density);;156 MHz;;No;;;;;Yes;No;No;No;;No;Yes;;Removable Li-Ion 800 mAh battery;Black| White| Blue;20;http://cdn2.gsmarena.com/vv/bigpic/samsung-e1200-pusha-black.jpg
Samsung E2252;Samsung;E2252;;No;2012  July;113 x 46 x 13.9 mm (4.45 x 1.81 x 0.55 in);79;Dual SIM (Mini-SIM);2.0 inches (~24.2% screen-to-body ratio);128 x 160 pixels (~102 ppi pixel density);;208 MHz;;microSD  up to 32 GB (dedicated slot);20 MB;;VGA;No;Yes;Yes;3.0;No;;FM radio;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;Silver| white;30;http://cdn2.gsmarena.com/vv/bigpic/samsung-metro-gt-e2252.jpg
Samsung Galaxy Chat B5330;Samsung;Galaxy Chat B5330;;Yes;2012  July;118.9 x 59.3 x 11.7 mm (4.68 x 2.33 x 0.46 in);112;Mini-SIM;3.0 inches (~39.5% screen-to-body ratio);240 x 320 pixels (~133 ppi pixel density);Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1.2 (Jelly Bean);850 MHz;;microSD  up to 32 GB (dedicated slot);4 GB;;2 MP;No;Yes;Yes;3.0| A2DP;Yes with A-GPS GLONASS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1200 mAh battery;White;100;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-chat-gt-b5330.jpg
Samsung U485 Intensity III;Samsung;U485 Intensity III;;No;2012  July;112 x 54 x 14.5 mm (4.41 x 2.13 x 0.57 in);115;Mini-SIM;2.4 inches (~29.5% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;;;microSD  up to 32 GB (dedicated slot);256 MB ROM;128 MB RAM;2 MP;No;Yes;Yes;3.0| A2DP| EDR;A-GPS only, VZ Navigator;;No;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;Black;80;http://cdn2.gsmarena.com/vv/bigpic/samsung-intensity-iii-u485.jpg
Samsung Galaxy I8250;Samsung;Galaxy I8250;;Yes;2012  June;122.5 x 63 x 10.5 mm (4.82 x 2.48 x 0.41 in);125;Mini-SIM;4.0 inches (~59.0% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;8 MP| autofocus;VGA;Yes;Yes;3.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1650 mAh battery;Pink/Black;150;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-i8250.jpg
Samsung Galaxy Ace Advance S6800;Samsung;Galaxy Ace Advance S6800;;Yes;2012  May;112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in);122;Mini-SIM;3.5 inches (~52.6% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 2.3 (Gingerbread);832 MHz;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus;No;Yes;Yes;3.0| A2DP;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;White| Black;110;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-advance-s6800.jpg
Samsung Galaxy Ace Duos S6802;Samsung;Galaxy Ace Duos S6802;;Yes;2012  May;112.7 x 61.5 x 11.5 mm (4.44 x 2.42 x 0.45 in);122;Dual SIM (Mini-SIM| dual stand-by| dual active);3.5 inches (~52.6% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 2.3 (Gingerbread);832 MHz;;microSD  up to 32 GB (dedicated slot);3 GB;512 MB RAM;5 MP| autofocus| ;No;Yes;Yes;3.0| A2DP;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1300 mAh battery;White| Black| Yellow| La Fleur;120;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-duos-gsm.jpg
Samsung Galaxy Appeal I827;Samsung;Galaxy Appeal I827;;Yes;2012  May;112 x 57.7 x 14.2 mm (4.41 x 2.27 x 0.56 in);1142;Mini-SIM;3.2 inches (~47.2% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android 2.3 (Gingerbread);800 MHz Cortex-A5;Adreno 200;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes;Yes;Yes;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1300 mAh battery;Silver;120;http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-appeal.jpg
Samsung Galaxy Tab 8.9 4G P7320T;Samsung;Galaxy Tab 8.9 4G P7320T;LTE band 3(1800)| 7(2600)| 20(800);Class 12;2012  Q1;230.9 x 157.8 x 8.6 mm (9.09 x 6.21 x 0.34 in);458;Mini-SIM;8.9 inches (~63.0% screen-to-body ratio);800 x 1280 pixels (~170 ppi pixel density);Android 3.2 (Honeycomb);Dual-core 1.5 GHz Cortex-A9;ULP GeForce;No;16/32 GB;1 GB RAM;3.15 MP| autofocus;2 MP;Yes with stereo speakers;Yes;3.0| A2DP;Yes with A-GPS;;No;2.0;Accelerometer| gyro| compass;Non-removable Li-Po 6100 mAh battery;Black;220;http://cdn2.gsmarena.com/vv/bigpic/Samsung-GALAXY-Tab-8.9-4g.jpg
Samsung C3780;Samsung;C3780;;Yes;2012  May;117.7 x 49 x 12.3 mm (4.63 x 1.93 x 0.48 in);82;Mini-SIM;2.4 inches (~30.9% screen-to-body ratio);240 x 320 pixels (~167 ppi pixel density);;250 MHz;;microSD  up to 32 GB (dedicated slot);;;3.15 MP;No;Yes;Yes;2.1| A2DP;No;;Stereo FM radio| RDS;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;Black;70;http://cdn2.gsmarena.com/vv/bigpic/samsung-c3780.jpg
